S1_std,S2_std,S2_val,S1_val,P_choose1,N_trials
1.8,1.8,-0.8161,-1.5661,0.45,60
1.8,1.8,-0.8161,-1.3161,0.4666666666666667,60
1.8,1.8,-0.8161,-1.0661,0.45,60
1.8,1.8,-0.8161,-0.8161,0.6166666666666667,60
1.8,1.8,-0.8161,-0.5661,0.5333333333333333,60
1.8,1.8,-0.8161,-0.3161,0.5666666666666667,60
1.8,1.8,-0.8161,-0.0661,0.5333333333333333,60
1.8,1.8,-0.8161,0.1838999999999999,0.5333333333333333,60
1.8,1.8,-0.8161,0.4338999999999999,0.65,60
1.8,1.8,-0.8161,0.6839,0.65,60
1.8,1.8,-0.8161,0.9339,0.6833333333333333,60
1.8,1.8,-0.8161,1.1839,0.75,60
1.8,1.8,-0.8161,1.4339,0.6666666666666666,60
1.8,1.8,-0.8161,1.6839,0.6333333333333333,60
1.8,1.8,-0.8161,1.9339,0.7166666666666667,60
1.8,1.8,-0.8161,2.1839,0.7333333333333333,60
2.5,2.5,-0.8161,-3.8161,0.36666666666666664,60
2.5,2.5,-0.8161,-3.5661,0.3333333333333333,60
2.5,2.5,-0.8161,-3.3161,0.35,60
2.5,2.5,-0.8161,-3.0661,0.4,60
2.5,2.5,-0.8161,-2.8161,0.4,60
2.5,2.5,-0.8161,-2.5661,0.48333333333333334,60
2.5,2.5,-0.8161,-2.3161,0.4,60
2.5,2.5,-0.8161,-2.0661,0.5666666666666667,60
2.5,2.5,-0.8161,-1.8161,0.48333333333333334,60
2.5,2.5,-0.8161,-1.5661,0.45,60
2.5,2.5,-0.8161,-1.3161,0.48333333333333334,60
2.5,2.5,-0.8161,-1.0661,0.6,60
2.5,2.5,-0.8161,-0.8161,0.48333333333333334,60
2.5,2.5,-0.8161,-0.5661,0.5,60
2.5,2.5,-0.8161,-0.3161,0.5333333333333333,60
2.5,2.5,-0.8161,-0.0661,0.55,60
2.5,2.5,-0.8161,0.1838999999999999,0.65,60
2.5,2.5,-0.8161,0.4338999999999999,0.5833333333333334,60
2.5,2.5,-0.8161,0.6839,0.6,60
2.5,2.5,-0.8161,0.9339,0.55,60
2.5,2.5,-0.8161,1.1839,0.5833333333333334,60
2.5,2.5,-0.8161,1.4339,0.75,60
2.5,2.5,-0.8161,1.6839,0.6166666666666667,60
2.5,2.5,-0.8161,1.9339,0.5833333333333334,60
2.5,2.5,-0.8161,2.1839,0.6166666666666667,60
3.5,3.5,-0.8161,-3.8161,0.38333333333333336,60
3.5,3.5,-0.8161,-3.5661,0.4666666666666667,60
3.5,3.5,-0.8161,-3.3161,0.35,60
3.5,3.5,-0.8161,-3.0661,0.48333333333333334,60
3.5,3.5,-0.8161,-2.8161,0.35,60
3.5,3.5,-0.8161,-2.5661,0.5,60
3.5,3.5,-0.8161,-2.3161,0.4166666666666667,60
3.5,3.5,-0.8161,-2.0661,0.45,60
3.5,3.5,-0.8161,-1.8161,0.45,60
3.5,3.5,-0.8161,-1.5661,0.5,60
3.5,3.5,-0.8161,-1.3161,0.55,60
3.5,3.5,-0.8161,-1.0661,0.5333333333333333,60
3.5,3.5,-0.8161,-0.8161,0.43333333333333335,60
3.5,3.5,-0.8161,-0.5661,0.48333333333333334,60
3.5,3.5,-0.8161,-0.3161,0.6,60
3.5,3.5,-0.8161,-0.0661,0.45,60
3.5,3.5,-0.8161,0.1838999999999999,0.55,60
3.5,3.5,-0.8161,0.4338999999999999,0.4166666666666667,60
3.5,3.5,-0.8161,0.6839,0.5333333333333333,60
3.5,3.5,-0.8161,0.9339,0.6333333333333333,60
3.5,3.5,-0.8161,1.1839,0.5,60
3.5,3.5,-0.8161,1.4339,0.7,60
3.5,3.5,-0.8161,1.6839,0.5166666666666667,60
3.5,3.5,-0.8161,1.9339,0.6833333333333333,60
3.5,3.5,-0.8161,2.1839,0.6,60
5.0,5.0,-0.8161,-3.8161,0.43333333333333335,60
5.0,5.0,-0.8161,-3.5661,0.4,60
5.0,5.0,-0.8161,-3.3161,0.36666666666666664,60
5.0,5.0,-0.8161,-3.0661,0.4,60
5.0,5.0,-0.8161,-2.8161,0.4666666666666667,60
5.0,5.0,-0.8161,-2.5661,0.4,60
5.0,5.0,-0.8161,-2.3161,0.4166666666666667,60
5.0,5.0,-0.8161,-2.0661,0.6,60
5.0,5.0,-0.8161,-1.8161,0.43333333333333335,60
5.0,5.0,-0.8161,-1.5661,0.4666666666666667,60
5.0,5.0,-0.8161,-1.3161,0.43333333333333335,60
5.0,5.0,-0.8161,-1.0661,0.55,60
5.0,5.0,-0.8161,-0.8161,0.45,60
5.0,5.0,-0.8161,-0.5661,0.6166666666666667,60
5.0,5.0,-0.8161,-0.3161,0.5833333333333334,60
5.0,5.0,-0.8161,-0.0661,0.48333333333333334,60
5.0,5.0,-0.8161,0.1838999999999999,0.5333333333333333,60
5.0,5.0,-0.8161,0.4338999999999999,0.65,60
5.0,5.0,-0.8161,0.6839,0.38333333333333336,60
5.0,5.0,-0.8161,0.9339,0.4666666666666667,60
5.0,5.0,-0.8161,1.1839,0.5333333333333333,60
5.0,5.0,-0.8161,1.4339,0.4666666666666667,60
5.0,5.0,-0.8161,1.6839,0.5666666666666667,60
5.0,5.0,-0.8161,1.9339,0.5333333333333333,60
5.0,5.0,-0.8161,2.1839,0.48333333333333334,60
