S1_std,S2_std,S2_val,S1_val,P_choose1,N_trials
0.35,0.35,-0.8161,-3.8161,0.0,60
0.35,0.35,-0.8161,-3.5661,0.0,60
0.35,0.35,-0.8161,-3.3161,0.0,60
0.35,0.35,-0.8161,-3.0661,0.0,60
0.35,0.35,-0.8161,-2.8161,0.0,60
0.35,0.35,-0.8161,-2.5661,0.0,60
0.35,0.35,-0.8161,-2.3161,0.03333333333333333,60
0.35,0.35,-0.8161,-2.0661,0.11666666666666667,60
0.35,0.35,-0.8161,-1.8161,0.1,60
0.35,0.35,-0.8161,-1.5661,0.13333333333333333,60
0.35,0.35,-0.8161,-1.3161,0.16666666666666666,60
0.35,0.35,-0.8161,-1.0661,0.3,60
0.35,0.35,-0.8161,-0.8161,0.48333333333333334,60
0.35,0.35,-0.8161,-0.5661,0.5333333333333333,60
0.35,0.35,-0.8161,-0.3161,0.7,60
0.35,0.35,-0.8161,-0.0661,0.8,60
0.35,0.35,-0.8161,0.1838999999999999,0.8333333333333334,60
0.35,0.35,-0.8161,0.4338999999999999,0.9,60
0.35,0.35,-0.8161,0.6839,0.9666666666666667,60
0.35,0.35,-0.8161,0.9339,1.0,60
0.35,0.35,-0.8161,1.1839,1.0,60
0.35,0.35,-0.8161,1.4339,0.9833333333333333,60
0.35,0.35,-0.8161,1.6839,1.0,60
0.35,0.35,-0.8161,1.9339,1.0,60
0.35,0.35,-0.8161,2.1839,1.0,60
0.4422508554074584,0.4422508554074584,-0.8161,-3.8161,0.0,60
0.4422508554074584,0.4422508554074584,-0.8161,-3.5661,0.0,60
0.4422508554074584,0.4422508554074584,-0.8161,-3.3161,0.0,60
0.4422508554074584,0.4422508554074584,-0.8161,-3.0661,0.016666666666666666,60
0.4422508554074584,0.4422508554074584,-0.8161,-2.8161,0.0,60
0.4422508554074584,0.4422508554074584,-0.8161,-2.5661,0.03333333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,-2.3161,0.03333333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,-2.0661,0.08333333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,-1.8161,0.1,60
0.4422508554074584,0.4422508554074584,-0.8161,-1.5661,0.26666666666666666,60
0.4422508554074584,0.4422508554074584,-0.8161,-1.3161,0.21666666666666667,60
0.4422508554074584,0.4422508554074584,-0.8161,-1.0661,0.4,60
0.4422508554074584,0.4422508554074584,-0.8161,-0.8161,0.55,60
0.4422508554074584,0.4422508554074584,-0.8161,-0.5661,0.6166666666666667,60
0.4422508554074584,0.4422508554074584,-0.8161,-0.3161,0.7333333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,-0.0661,0.8166666666666667,60
0.4422508554074584,0.4422508554074584,-0.8161,0.1838999999999999,0.9,60
0.4422508554074584,0.4422508554074584,-0.8161,0.4338999999999999,0.8666666666666667,60
0.4422508554074584,0.4422508554074584,-0.8161,0.6839,0.9833333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,0.9339,0.9833333333333333,60
0.4422508554074584,0.4422508554074584,-0.8161,1.1839,0.9666666666666667,60
0.4422508554074584,0.4422508554074584,-0.8161,1.4339,1.0,60
0.4422508554074584,0.4422508554074584,-0.8161,1.6839,1.0,60
0.4422508554074584,0.4422508554074584,-0.8161,1.9339,1.0,60
0.4422508554074584,0.4422508554074584,-0.8161,2.1839,1.0,60
0.5588166260246533,0.5588166260246533,-0.8161,-3.8161,0.0,60
0.5588166260246533,0.5588166260246533,-0.8161,-3.5661,0.0,60
0.5588166260246533,0.5588166260246533,-0.8161,-3.3161,0.03333333333333333,60
0.5588166260246533,0.5588166260246533,-0.8161,-3.0661,0.016666666666666666,60
0.5588166260246533,0.5588166260246533,-0.8161,-2.8161,0.03333333333333333,60
0.5588166260246533,0.5588166260246533,-0.8161,-2.5661,0.03333333333333333,60
0.5588166260246533,0.5588166260246533,-0.8161,-2.3161,0.13333333333333333,60
0.5588166260246533,0.5588166260246533,-0.8161,-2.0661,0.15,60
0.5588166260246533,0.5588166260246533,-0.8161,-1.8161,0.15,60
0.5588166260246533,0.5588166260246533,-0.8161,-1.5661,0.25,60
0.5588166260246533,0.5588166260246533,-0.8161,-1.3161,0.3,60
0.5588166260246533,0.5588166260246533,-0.8161,-1.0661,0.45,60
0.5588166260246533,0.5588166260246533,-0.8161,-0.8161,0.38333333333333336,60
0.5588166260246533,0.5588166260246533,-0.8161,-0.5661,0.6666666666666666,60
0.5588166260246533,0.5588166260246533,-0.8161,-0.3161,0.5833333333333334,60
0.5588166260246533,0.5588166260246533,-0.8161,-0.0661,0.8333333333333334,60
0.5588166260246533,0.5588166260246533,-0.8161,0.1838999999999999,0.8166666666666667,60
0.5588166260246533,0.5588166260246533,-0.8161,0.4338999999999999,0.8166666666666667,60
0.5588166260246533,0.5588166260246533,-0.8161,0.6839,0.95,60
0.5588166260246533,0.5588166260246533,-0.8161,0.9339,0.9666666666666667,60
0.5588166260246533,0.5588166260246533,-0.8161,1.1839,0.95,60
0.5588166260246533,0.5588166260246533,-0.8161,1.4339,1.0,60
0.5588166260246533,0.5588166260246533,-0.8161,1.6839,1.0,60
0.5588166260246533,0.5588166260246533,-0.8161,1.9339,1.0,60
0.5588166260246533,0.5588166260246533,-0.8161,2.1839,1.0,60
0.7061060882151792,0.7061060882151792,-0.8161,-3.8161,0.0,60
0.7061060882151792,0.7061060882151792,-0.8161,-3.5661,0.016666666666666666,60
0.7061060882151792,0.7061060882151792,-0.8161,-3.3161,0.06666666666666667,60
0.7061060882151792,0.7061060882151792,-0.8161,-3.0661,0.016666666666666666,60
0.7061060882151792,0.7061060882151792,-0.8161,-2.8161,0.1,60
0.7061060882151792,0.7061060882151792,-0.8161,-2.5661,0.13333333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,-2.3161,0.11666666666666667,60
0.7061060882151792,0.7061060882151792,-0.8161,-2.0661,0.21666666666666667,60
0.7061060882151792,0.7061060882151792,-0.8161,-1.8161,0.31666666666666665,60
0.7061060882151792,0.7061060882151792,-0.8161,-1.5661,0.4,60
0.7061060882151792,0.7061060882151792,-0.8161,-1.3161,0.26666666666666666,60
0.7061060882151792,0.7061060882151792,-0.8161,-1.0661,0.23333333333333334,60
0.7061060882151792,0.7061060882151792,-0.8161,-0.8161,0.65,60
0.7061060882151792,0.7061060882151792,-0.8161,-0.5661,0.5333333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,-0.3161,0.65,60
0.7061060882151792,0.7061060882151792,-0.8161,-0.0661,0.7333333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,0.1838999999999999,0.7833333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,0.4338999999999999,0.85,60
0.7061060882151792,0.7061060882151792,-0.8161,0.6839,0.8833333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,0.9339,0.9333333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,1.1839,0.9,60
0.7061060882151792,0.7061060882151792,-0.8161,1.4339,0.9666666666666667,60
0.7061060882151792,0.7061060882151792,-0.8161,1.6839,0.9833333333333333,60
0.7061060882151792,0.7061060882151792,-0.8161,1.9339,0.95,60
0.7061060882151792,0.7061060882151792,-0.8161,2.1839,0.9833333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,-3.8161,0.08333333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,-3.5661,0.05,60
0.8922172043473635,0.8922172043473635,-0.8161,-3.3161,0.05,60
0.8922172043473635,0.8922172043473635,-0.8161,-3.0661,0.13333333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,-2.8161,0.2,60
0.8922172043473635,0.8922172043473635,-0.8161,-2.5661,0.08333333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,-2.3161,0.21666666666666667,60
0.8922172043473635,0.8922172043473635,-0.8161,-2.0661,0.18333333333333332,60
0.8922172043473635,0.8922172043473635,-0.8161,-1.8161,0.25,60
0.8922172043473635,0.8922172043473635,-0.8161,-1.5661,0.31666666666666665,60
0.8922172043473635,0.8922172043473635,-0.8161,-1.3161,0.38333333333333336,60
0.8922172043473635,0.8922172043473635,-0.8161,-1.0661,0.35,60
0.8922172043473635,0.8922172043473635,-0.8161,-0.8161,0.45,60
0.8922172043473635,0.8922172043473635,-0.8161,-0.5661,0.5333333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,-0.3161,0.5833333333333334,60
0.8922172043473635,0.8922172043473635,-0.8161,-0.0661,0.6166666666666667,60
0.8922172043473635,0.8922172043473635,-0.8161,0.1838999999999999,0.8,60
0.8922172043473635,0.8922172043473635,-0.8161,0.4338999999999999,0.8666666666666667,60
0.8922172043473635,0.8922172043473635,-0.8161,0.6839,0.7833333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,0.9339,0.8333333333333334,60
0.8922172043473635,0.8922172043473635,-0.8161,1.1839,0.8833333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,1.4339,0.8333333333333334,60
0.8922172043473635,0.8922172043473635,-0.8161,1.6839,0.9333333333333333,60
0.8922172043473635,0.8922172043473635,-0.8161,1.9339,0.95,60
0.8922172043473635,0.8922172043473635,-0.8161,2.1839,0.9333333333333333,60
