S1_std,S1_val,P_choose1,N_trials
0.7,-4.8161000000000005,0.0,120
0.7,-4.5661000000000005,0.0,120
0.7,-4.3161000000000005,0.0,120
0.7,-4.0661000000000005,0.0,120
0.7,-3.816100000000001,0.0,120
0.7,-3.5661000000000005,0.0,120
0.7,-3.3161000000000005,0.025,120
0.7,-3.0661000000000005,0.008333333333333333,120
0.7,-2.8161000000000005,0.041666666666666664,120
0.7,-2.5661000000000005,0.03333333333333333,120
0.7,-2.3161000000000005,0.075,120
0.7,-2.0661000000000005,0.09166666666666666,120
0.7,-1.8161000000000005,0.2833333333333333,120
0.7,-1.5661000000000005,0.24166666666666667,120
0.7,-1.3161000000000005,0.325,120
0.7,-1.0661000000000005,0.44166666666666665,120
0.7,-0.8161000000000005,0.5666666666666667,120
0.7,-0.5661000000000005,0.5583333333333333,120
0.7,-0.3161000000000005,0.65,120
0.7,-0.0661000000000004,0.725,120
0.7,0.1838999999999995,0.8,120
0.7,0.4338999999999995,0.8916666666666667,120
0.7,0.6838999999999995,0.925,120
0.7,0.9338999999999996,0.9833333333333333,120
0.7,1.1838999999999995,0.975,120
0.7,1.4338999999999995,0.975,120
0.7,1.6838999999999995,0.9916666666666667,120
0.7,1.9338999999999995,0.9916666666666667,120
0.7,2.1838999999999995,1.0,120
0.7,2.4338999999999995,0.9916666666666667,120
0.7,2.6838999999999995,1.0,120
0.7,2.9338999999999995,1.0,120
0.7,3.1838999999999995,1.0,120
0.8819447349264111,-4.8161000000000005,0.0,120
0.8819447349264111,-4.5661000000000005,0.008333333333333333,120
0.8819447349264111,-4.3161000000000005,0.025,120
0.8819447349264111,-4.0661000000000005,0.0,120
0.8819447349264111,-3.816100000000001,0.016666666666666666,120
0.8819447349264111,-3.5661000000000005,0.03333333333333333,120
0.8819447349264111,-3.3161000000000005,0.041666666666666664,120
0.8819447349264111,-3.0661000000000005,0.06666666666666667,120
0.8819447349264111,-2.8161000000000005,0.06666666666666667,120
0.8819447349264111,-2.5661000000000005,0.06666666666666667,120
0.8819447349264111,-2.3161000000000005,0.15833333333333333,120
0.8819447349264111,-2.0661000000000005,0.15833333333333333,120
0.8819447349264111,-1.8161000000000005,0.275,120
0.8819447349264111,-1.5661000000000005,0.275,120
0.8819447349264111,-1.3161000000000005,0.325,120
0.8819447349264111,-1.0661000000000005,0.43333333333333335,120
0.8819447349264111,-0.8161000000000005,0.44166666666666665,120
0.8819447349264111,-0.5661000000000005,0.5,120
0.8819447349264111,-0.3161000000000005,0.625,120
0.8819447349264111,-0.0661000000000004,0.7666666666666667,120
0.8819447349264111,0.1838999999999995,0.7166666666666667,120
0.8819447349264111,0.4338999999999995,0.8583333333333333,120
0.8819447349264111,0.6838999999999995,0.9,120
0.8819447349264111,0.9338999999999996,0.875,120
0.8819447349264111,1.1838999999999995,0.95,120
0.8819447349264111,1.4338999999999995,0.9583333333333334,120
0.8819447349264111,1.6838999999999995,0.975,120
0.8819447349264111,1.9338999999999995,0.9583333333333334,120
0.8819447349264111,2.1838999999999995,0.9666666666666667,120
0.8819447349264111,2.4338999999999995,1.0,120
0.8819447349264111,2.6838999999999995,0.9916666666666667,120
0.8819447349264111,2.9338999999999995,1.0,120
0.8819447349264111,3.1838999999999995,1.0,120
1.1111807363777395,-4.8161000000000005,0.016666666666666666,120
1.1111807363777395,-4.5661000000000005,0.025,120
1.1111807363777395,-4.3161000000000005,0.016666666666666666,120
1.1111807363777395,-4.0661000000000005,0.025,120
1.1111807363777395,-3.816100000000001,0.05,120
1.1111807363777395,-3.5661000000000005,0.08333333333333333,120
1.1111807363777395,-3.3161000000000005,0.11666666666666667,120
1.1111807363777395,-3.0661000000000005,0.10833333333333334,120
1.1111807363777395,-2.8161000000000005,0.16666666666666666,120
1.1111807363777395,-2.5661000000000005,0.175,120
1.1111807363777395,-2.3161000000000005,0.2,120
1.1111807363777395,-2.0661000000000005,0.275,120
1.1111807363777395,-1.8161000000000005,0.3,120
1.1111807363777395,-1.5661000000000005,0.25,120
1.1111807363777395,-1.3161000000000005,0.4083333333333333,120
1.1111807363777395,-1.0661000000000005,0.4,120
1.1111807363777395,-0.8161000000000005,0.5,120
1.1111807363777395,-0.5661000000000005,0.5666666666666667,120
1.1111807363777395,-0.3161000000000005,0.575,120
1.1111807363777395,-0.0661000000000004,0.6916666666666667,120
1.1111807363777395,0.1838999999999995,0.6583333333333333,120
1.1111807363777395,0.4338999999999995,0.7833333333333333,120
1.1111807363777395,0.6838999999999995,0.775,120
1.1111807363777395,0.9338999999999996,0.7833333333333333,120
1.1111807363777395,1.1838999999999995,0.8666666666666667,120
1.1111807363777395,1.4338999999999995,0.8583333333333333,120
1.1111807363777395,1.6838999999999995,0.925,120
1.1111807363777395,1.9338999999999995,0.9416666666666667,120
1.1111807363777395,2.1838999999999995,0.9416666666666667,120
1.1111807363777395,2.4338999999999995,0.95,120
1.1111807363777395,2.6838999999999995,0.975,120
1.1111807363777395,2.9338999999999995,0.975,120
1.1111807363777395,3.1838999999999995,0.975,120
1.4,-4.8161000000000005,0.05,120
1.4,-4.5661000000000005,0.03333333333333333,120
1.4,-4.3161000000000005,0.06666666666666667,120
1.4,-4.0661000000000005,0.08333333333333333,120
1.4,-3.816100000000001,0.08333333333333333,120
1.4,-3.5661000000000005,0.125,120
1.4,-3.3161000000000005,0.14166666666666666,120
1.4,-3.0661000000000005,0.19166666666666668,120
1.4,-2.8161000000000005,0.20833333333333334,120
1.4,-2.5661000000000005,0.2833333333333333,120
1.4,-2.3161000000000005,0.26666666666666666,120
1.4,-2.0661000000000005,0.25,120
1.4,-1.8161000000000005,0.35833333333333334,120
1.4,-1.5661000000000005,0.44166666666666665,120
1.4,-1.3161000000000005,0.4083333333333333,120
